3,743;11,320;3,743;11,320;1,025;6,966;0,077;0,122;0,908;2,968;0,908;2,968;0,301;1,806;0,023;0,046;893,750;875,000;893,750;875,000;1070,313;1123,438;7942,188;7993,750;0,628;2,702;0,273;1,181;0,140;0,930;0,012;0,017;3,330;2,074;1,454;0,907;1,070;0,790;0,029;0,006;56,966;66,462;269,535;809,997;18,775;25,578;42,000;42,000;
3,710;10,928;3,710;8,664;3,485;10,928;0,060;0,054;1,057;2,166;0,726;2,066;1,057;2,166;0,015;0,014;1143,750;1151,563;889,063;832,813;1143,750;1151,563;7545,313;7971,875;0,753;2,433;0,242;0,846;0,216;0,935;0,010;0,010;3,186;1,680;1,089;0,604;1,151;0,719;0,020;0,000;34,944;62,395;307,285;514,379;18,375;25,139;42,000;42,000;
2,931;7,877;2,931;7,522;2,143;7,877;0,029;0,030;0,929;1,712;0,929;1,712;0,838;1,589;0,010;0,006;887,500;889,063;887,500;889,063;1109,375;1128,125;7985,938;7970,313;0,794;1,912;0,273;0,730;0,211;0,634;0,004;0,004;2,707;1,118;1,003;0,457;0,845;0,423;0,008;0,001;35,765;55,319;289,088;527,567;17,764;22,997;42,000;42,000;
2,895;12,446;2,895;12,446;1,226;11,590;0,077;0,087;0,955;4,544;0,955;4,544;0,311;3,047;0,020;0,023;898,438;868,750;898,438;868,750;1087,500;1140,625;7667,188;7982,813;0,511;2,531;0,187;1,047;0,131;0,928;0,012;0,014;3,043;2,020;1,234;0,860;1,059;0,797;0,025;0,002;45,697;64,045;247,995;1152,991;18,264;24,625;42,000;42,000;
2,973;10,302;2,973;10,302;1,901;7,488;0,051;0,053;1,296;2,524;1,296;2,524;0,637;1,667;0,014;0,015;895,313;901,563;895,313;901,563;1125,000;1128,125;7543,750;7704,688;0,683;2,123;0,218;0,841;0,164;0,684;0,010;0,009;2,806;1,440;1,059;0,623;0,848;0,520;0,020;0,001;40,874;58,471;260,893;517,827;18,693;24,647;42,000;42,000;
2,766;4,882;2,766;4,882;1,231;3,223;0,030;0,026;0,477;1,686;0,477;1,686;0,263;1,087;0,007;0,005;903,125;826,563;903,125;826,563;1184,375;1268,750;7928,125;7984,375;0,706;1,661;0,222;0,633;0,154;0,526;0,003;0,004;2,367;0,954;0,855;0,411;0,680;0,372;0,007;0,001;59,820;52,533;269,278;507,095;17,653;21,670;42,000;42,000;
2,969;8,425;1,529;7,386;1,159;8,425;0,077;0,105;0,543;2,209;0,426;2,209;0,354;2,108;0,016;0,020;9,375;878,125;817,188;878,125;1176,563;1065,625;7767,188;7528,125;0,454;2,177;0,140;0,792;0,102;0,878;0,012;0,017;2,631;1,722;0,931;0,652;0,980;0,775;0,029;0,005;70,798;60,553;220,492;672,816;17,724;24,359;42,000;42,000;
3,631;9,931;3,631;9,931;2,193;8,717;0,058;0,055;0,905;2,517;0,905;2,517;0,547;2,328;0,020;0,012;890,625;895,313;890,625;895,313;1095,313;1135,938;7570,313;7528,125;0,693;2,514;0,200;0,991;0,195;0,906;0,009;0,010;3,207;1,821;1,191;0,791;1,101;0,711;0,019;0,001;44,441;63,689;316,080;608,724;18,122;24,712;42,000;42,000;
3,490;6,629;3,490;6,629;1,798;4,714;0,025;0,028;0,775;1,320;0,775;1,299;0,390;1,320;0,005;0,007;887,500;1128,125;887,500;750,000;1143,750;1128,125;7914,063;7981,250;0,738;1,427;0,236;0,554;0,162;0,462;0,003;0,004;2,165;0,689;0,791;0,318;0,624;0,300;0,007;0,001;68,068;49,288;282,412;493,666;17,316;20,363;42,000;42,000;
10,605;21,540;1,798;21,540;1,385;12,256;0,050;0,097;1,768;5,854;0,413;5,854;0,297;3,720;0,015;0,027;9,375;875,000;906,250;875,000;1157,813;1090,625;8000,000;7531,250;0,624;3,195;0,175;1,314;0,119;1,211;0,009;0,015;3,819;2,571;1,489;1,139;1,331;1,092;0,025;0,006;126,784;75,876;300,306;816,854;18,020;25,940;42,000;42,000;
3,091;12,150;3,091;12,150;2,215;8,371;0,053;0,055;0,693;3,951;0,693;3,951;0,608;2,465;0,022;0,016;887,500;898,438;887,500;898,438;1115,625;1112,500;7565,625;7540,625;0,708;2,324;0,231;0,848;0,177;0,882;0,009;0,009;3,032;1,616;1,079;0,617;1,058;0,705;0,018;0,001;54,865;61,604;301,142;539,286;17,760;24,252;42,000;42,000;
3,438;7,503;3,438;7,503;1,780;6,312;0,027;0,022;1,195;2,377;1,195;2,377;0,454;1,400;0,008;0,007;895,313;796,875;895,313;796,875;1139,063;1168,750;7979,688;7939,063;0,691;1,709;0,230;0,640;0,164;0,626;0,003;0,003;2,400;1,018;0,870;0,409;0,790;0,462;0,007;0,000;48,058;52,754;279,943;600,215;16,978;21,125;42,000;42,000;
6,365;12,344;1,996;9,643;1,184;12,344;0,061;0,090;1,098;2,894;0,539;2,193;0,321;2,894;0,016;0,022;9,375;1129,688;790,625;812,500;1125,000;1129,688;8000,000;7939,063;0,563;2,459;0,170;0,920;0,116;1,003;0,012;0,015;3,021;1,896;1,090;0,750;1,119;0,887;0,027;0,003;100,110;65,770;289,562;746,241;18,831;24,307;42,000;42,000;
2,198;11,918;2,198;11,918;1,759;11,251;0,050;0,055;0,864;2,761;0,864;2,761;0,512;2,680;0,014;0,019;884,375;884,375;884,375;884,375;1101,563;1131,250;7965,625;7595,313;0,657;2,491;0,198;0,936;0,170;0,935;0,009;0,010;3,147;1,834;1,134;0,738;1,105;0,765;0,019;0,001;38,649;63,252;263,295;603,734;17,498;24,752;42,000;42,000;
2,192;8,921;2,192;8,921;1,782;5,079;0,023;0,041;0,431;2,863;0,431;2,863;0,332;1,637;0,006;0,008;893,750;885,938;893,750;885,938;1134,375;1135,938;7948,438;7798,438;0,689;1,625;0,217;0,667;0,176;0,544;0,003;0,004;2,313;0,936;0,883;0,450;0,720;0,367;0,007;0,001;46,402;51,389;267,990;565,310;16,829;20,941;42,000;42,000;
1,908;10,228;1,908;10,228;1,502;9,065;0,089;0,079;0,475;4,292;0,475;4,292;0,253;1,545;0,022;0,023;762,500;900,000;762,500;900,000;1078,125;1162,500;7631,250;7689,063;0,471;2,234;0,165;1,009;0,118;0,747;0,013;0,015;2,706;1,763;1,174;0,844;0,865;0,630;0,027;0,002;51,627;60,432;237,519;660,114;18,581;24,128;42,000;42,000;
